type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
white,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,-10299.452159522,192128.407203525,6
white,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,-29907.4827082968,259960.288542008,6
white,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,-2458.32769416239,193626.361905649,6
white,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,-5958.31143873486,211639.463759861,5
white,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,-17759.5551584533,197302.314610589,6
white,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,19716.0007497357,206756.357899992,6
white,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,-36851.0946780256,232954.812047489,7
white,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,-37288.1104082365,201963.701116617,7
white,7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,-13846.8903803905,193847.782943865,5
white,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,-26708.7886213032,217603.653745513,7
white,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,-35721.4652910531,187138.59946045,7
white,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,-19104.874893718,265919.570839423,7
white,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,-31968.7936633034,186850.00570468,5
white,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,-32608.526929263,236678.387046846,6
white,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,-36898.6450055327,225120.949554248,7
white,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.4666666666667,-34687.4325103369,207996.70364481,6
white,5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,-30588.3916414803,234103.381933997,6
white,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,-2112.08448700295,219526.749819515,5
white,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,-30543.9090419657,233355.132034163,5
white,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,-35247.3146339477,219523.9411568,5
white,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,-43636.297348676,253370.179576185,5
white,6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,-24123.8126553936,222520.32940107,5
white,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,-32732.9421238962,261928.128922402,5
white,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,-13156.3657226946,194811.617056974,5
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-28817.7045160189,237316.425446574,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-41271.1290793376,220946.981741024,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-9744.28988154759,203165.056576764,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,14987.222648902,201671.970353699,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-12443.1037969787,188752.083044298,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-16742.1053475434,264338.132323439,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-22639.7660093425,225125.979511974,8
white,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,-31028.7485096828,201507.881306357,8
white,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,-5521.20951193741,208927.780653218,8
white,7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,9394.66339273777,192754.669947156,6
white,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,7354.0444769987,192682.688563885,6
white,5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,-28115.3500579668,263700.827226971,6
white,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,12449.212563106,202284.285516951,6
white,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,-19728.4368506043,240763.360605607,6
white,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,-23327.2470327407,243018.341533164,6
white,7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,-25266.1321687144,191758.254947434,7
white,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,-456.279614558138,201381.362235447,6
white,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,-10773.947140011,268337.121574558,5
white,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,-25937.9124122116,265168.114358287,6
white,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,-9655.98098933219,200846.08925365,6
white,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,-15353.0947014001,214123.851171353,5
white,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,-23649.4753122793,236639.863990727,6
white,6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,-27456.0271701796,190240.2275418,6
white,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,-21088.3809728281,218679.949275327,6
white,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,-24620.4266118956,247003.295057072,5
white,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,-31338.0573654415,205532.510433062,6
white,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,-4915.05202607298,274631.263721119,5
white,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,-24687.1785626627,189460.473873651,6
white,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,-24935.4010930697,267249.940268173,5
white,6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,-42103.6827827843,254269.074227958,6
white,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,-28137.1952402535,260241.686514308,6
white,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,-10597.8338768867,200352.050402729,5
white,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,-31023.3477011597,197683.024531255,6
white,6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,-54781.1744621015,222575.495640286,5
white,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,-12693.1745021213,270399.556152465,6
white,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,-24344.8024284671,265822.346001901,5
white,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,-37670.9042300384,235366.479559588,6
white,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,-34531.7902742707,223305.859716649,6
white,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,-25909.5134384063,236177.065423642,5
white,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,-37814.3913537344,231789.76310628,5
white,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,-39541.8553632038,230239.186749027,6
white,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,-22965.7155537343,226449.934968919,6
white,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,-31883.0973750547,267078.779300568,5
white,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,-20804.4893586224,196208.309054547,6
white,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,19732.1866711631,203449.613912748,5
white,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,-37375.0131104377,231361.624444633,6
white,6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,-25975.4625569188,265435.649965485,5
white,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,-19684.8067678384,215693.384897856,5
white,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,-22501.6788482939,264600.174345236,6
white,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,-7179.63528982032,195818.734763103,6
white,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,-17994.2924812962,261634.386426673,6
white,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,-30490.1824526583,208599.561006161,6
white,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,-27893.4415196127,237090.271104201,5
white,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,-16570.3781237037,267676.531838687,5
white,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,-38096.312807718,235605.144882291,6
white,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,-46121.4294133059,204288.789487784,6
white,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,-36007.9292183164,237646.890241159,6
white,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,-30285.8097558065,236268.289116108,4
white,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,-36498.2891946165,225987.071984779,5
white,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,-11813.1047535134,271321.455466661,5
white,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,-14921.4594891589,209774.380417513,5
white,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,15206.4154889765,200705.811642296,6
white,6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,-6360.24499246095,207224.501972268,6
white,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,-10594.7296503799,197319.942695788,5
white,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,-31303.128492165,190236.601000549,5
white,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,-18512.6283933715,202448.407624176,5
white,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,-44800.9154706761,225780.265717462,5
white,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,-18454.6274361522,266299.853183724,5
white,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,-25677.0676309707,266533.811763855,5
white,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,-19359.3643889866,224965.846204363,6
white,6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,-14269.5918908065,269213.157874454,6
white,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,-11860.2547744594,270907.58122282,5
white,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,-25253.1112580836,201845.643858401,5
white,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,-20930.477728227,266914.859887946,5
white,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,-12708.0452745812,209163.37602688,7
white,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,-35633.6189129268,220246.805515003,6
white,5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,-14160.1156429856,270155.189941323,5
white,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,-19272.2354525906,262171.092073571,7
white,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,-36572.5814177188,238100.659225414,5
white,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,10758.9790322548,187250.979680062,7
white,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,-29225.0550784778,260751.428206016,7
white,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,-19146.8404267405,219418.694749954,7
white,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,-52605.7588363157,220999.066551005,7
white,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,-32651.9786924032,211463.142689177,5
white,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,-13106.2374119343,207819.711220958,5
white,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,-15891.7010808855,215250.16065421,6
white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,-26891.823422285,222145.393899197,6
white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,-25116.1828972024,263461.597040969,6
white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,-35629.3611464441,210287.00305119,6
white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,-23959.4472133666,265655.797435346,6
white,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,-13952.184714891,203608.520712073,6
white,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,-34309.4482772545,209809.965907985,6
white,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,-25876.9136022806,267465.060038252,6
white,6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,-19355.1817381179,218750.253526789,6
white,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,-9288.26559008555,269846.521628171,6
white,6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,-14249.8539808468,192395.816299071,5
white,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,-17927.0630564954,212146.999723089,6
white,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,-30222.4727777687,236373.289800553,6
white,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,-44925.2588368659,207385.618265598,5
white,6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,-19445.2703182713,238116.705091581,6
white,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,-36468.5898512363,237900.262701098,6
white,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,17265.6746163049,203151.49151795,5
white,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,-9157.29409488144,208729.759173003,6
white,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,-25388.0184404132,233511.44274444,6
white,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,11227.3413430751,189351.742877473,6
white,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,-23769.3126399101,221436.504265962,6
white,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,-41385.6844440516,234084.380434564,5
white,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,-24445.3882464332,246979.928200932,5
white,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,-23230.901404398,239430.304098868,5
white,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,-21498.1196147087,267550.736358044,6
white,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,-36884.7324564628,236123.440319717,5
white,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,13293.7165233338,197829.399151745,5
white,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,-19392.3760197532,238173.325743263,6
white,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,-29736.9187876928,259850.016302179,6
white,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,-47286.481699911,209677.992755416,6
white,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,-26659.4759726439,263906.737795138,6
white,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,-40659.2914307856,227445.840680013,5
white,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,-29423.4306734072,264271.445457507,6
white,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,-33584.4338656568,235821.300128238,6
white,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,-26622.1979169332,264069.146315663,5
white,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,-44114.5596338445,254458.445489144,5
white,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,-3502.4036731724,202125.482468463,6
white,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,16357.3907351175,201557.141507408,6
white,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,-36882.0940318317,233088.339453579,5
white,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,-16195.8524032143,215801.119687057,5
white,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,-14694.9573570479,269798.148112012,5
white,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,14690.7353122986,200933.052279711,7
white,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,-27044.2951626165,194246.387940667,5
white,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,-25653.0526519654,194288.475915803,6
white,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,-12288.9054919707,189550.482069977,6
white,7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,7987.51381968843,191017.641427153,6
white,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,-35553.5531109659,201500.564414357,6
white,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,12303.845754779,205504.905925954,5
white,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,-20529.8879424967,222136.986697155,5
white,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,-23089.3706946296,242545.234054011,5
white,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,-40418.844392266,232920.817354496,5
white,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,-17219.1040483839,199373.790768748,6
white,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,-23493.6009239122,241236.532351074,6
white,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,-18772.3324529992,215282.056157863,6
white,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,-51931.9333641487,224058.467581004,6
white,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,17886.8891033273,203141.61866586,5
white,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,-24522.9740916602,237320.336416249,5
white,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,-38145.3997110393,240252.086398823,6
white,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,-16144.9667819736,218077.675542208,6
white,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,-14707.5137598396,217465.133589445,6
white,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,6608.10614149129,190750.137049036,5
white,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,-26143.9018779519,237185.142524455,5
white,6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,16089.7710628655,201984.786407443,5
white,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,-31629.6752552192,259054.868081917,5
white,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,-21279.1580573019,217876.606511016,5
white,6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,-30682.4889400368,236764.333677476,6
white,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,-10586.2838531154,271946.221162801,4
white,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,-45822.4164039977,227429.491757418,5
white,6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,-16515.7003894763,262940.874899944,6
white,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,-19491.7422864068,215409.880916093,6
white,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,-40012.2052826649,235348.669535918,6
white,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,-29951.0406586443,206976.725444286,6
white,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,-14153.7543501846,215508.500517248,6
white,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,-17441.2260823024,200341.006405937,6
white,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,-8550.46697932643,272984.692650541,6
white,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,-40193.5882613071,213806.008248053,6
white,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,-15983.3530744293,238169.514519406,6
white,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,-47285.5157997713,224647.040886478,6
white,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,18947.2859212176,204607.538248606,6
white,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,-14920.965222047,209698.982103929,6
white,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,-25957.7797867358,203594.189310344,5
white,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,-40594.132478605,228177.393175592,5
white,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,-16864.5385535783,200587.290916264,6
white,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,-18921.0133428583,262597.303669229,6
white,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,-29419.5615015206,189507.793116957,6
white,7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,2473.5041568822,211210.308749373,6
white,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,-42823.2690851126,228890.865718098,7
white,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,13041.8394506525,200514.072135256,5
white,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,-8376.03402488671,204258.723043534,5
white,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,-26775.5620566098,223072.299588145,6
white,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,-34274.6814030902,221824.910928022,5
white,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,-19859.4874322217,201556.899114407,4
white,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,-37458.3159646903,237129.191396737,5
white,6.8,0.33,0.3,2.1,0.047,35,147,0.9886,3.24,0.56,13.4,-30898.5773364329,263050.079303186,6
white,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,-26090.1874481372,263176.44044079,6
white,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,11148.9309488286,196091.207576978,6
white,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,-37189.5883756479,201773.950854219,6
white,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,-14857.417299879,197416.343681729,5
white,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,-17051.0547409812,217024.088894441,6
white,6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,-7607.08451913401,193186.353398591,6
white,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,-29186.7695626377,200315.825974761,6
white,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,3550.87778289297,189178.436813359,6
white,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,-36549.3467512932,232444.892820901,6
white,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,9179.87269424553,204145.829176183,5
white,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,-28738.9864560326,237728.228221873,5
white,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,9484.81018576756,197060.821148096,6
white,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,-28520.6267294881,238858.841782389,5
white,6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,-20656.7715428916,266307.129925232,6
white,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,-28549.2833887078,257261.48961983,6
white,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,-32087.7481273437,197170.523349583,6
white,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,-8344.33957503422,203012.592276581,6
white,6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,-21459.4312195041,212378.062365809,6
white,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,-34695.7152082323,207924.19753831,6
white,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,-23370.7529720563,265698.220240404,6
white,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,11812.569118479,203617.528641969,6
white,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,-19600.1457624392,262215.398372123,6
white,6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,-24720.591740226,221343.007869229,5
white,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,-25318.6917346856,190051.935706227,6
white,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,-23493.0842552777,267124.86930631,6
white,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,-29206.0950407543,261808.549611475,6
